parcelle_id,annee,variete,altitude,pente,ph_sol,pluie,temperature,age_arbre,fertilisation,traitement_pesticide,presence_ravageur,acces_formation,taille,main_oeuvre,rendement_kg_ha,age_producteur,experience_producteur,taille_menage,nb_enfants_plus_12,niveau_education,sexe,encadrement
PCF_0004,2022,Robusta,1121.3570475491356,10.888764854619154,6.144745943466738,1045.199081494798,22.25114301356573,10,52.17109448211696,1.8004346045307282,0,0,1,57,825.8111265583397,39,31,3,0,Secondaire,Homme,1
PCF_0004,2023,Robusta,1121.3570475491356,10.888764854619154,6.144745943466738,1597.0245997730326,21.101979698253384,9,198.613129584721,1.461086820167022,0,1,1,29,907.323849508378,67,8,3,2,Primaire,Homme,0
PCF_0005,2019,Robusta,429.0496180034003,24.184336433546264,5.8970304959045015,1621.8010641322653,22.63590554885292,19,92.7100499662282,2.663944689674272,0,0,0,18,839.1306949180197,38,10,11,3,Supérieur,Homme,0
PCF_0005,2020,Robusta,429.0496180034003,24.184336433546264,5.8970304959045015,1389.278956639435,20.465036561478293,11,83.80535124835089,1.9882842733666704,0,1,0,48,774.5246641464703,45,33,8,4,Primaire,Homme,0
PCF_0005,2021,Arabica,429.0496180034003,24.184336433546264,5.8970304959045015,1235.628727286468,22.574376828785997,11,189.23443837238077,2.5677450517640663,1,1,1,40,697.6169562637122,41,32,3,1,Primaire,Homme,0
PCF_0005,2022,Arabica,429.0496180034003,24.184336433546264,5.8970304959045015,1100.7232178283905,22.127043038378904,19,66.7353087763996,1.441127695174239,0,0,1,55,715.5611870920728,31,4,9,4,Secondaire,Homme,0
PCF_0005,2023,Arabica,429.0496180034003,24.184336433546264,5.8970304959045015,1596.658369707733,22.6755087354121,15,167.72000893678592,1.285362323843656,0,0,1,57,672.8590729042211,35,23,6,2,Secondaire,Homme,1
PCF_0006,2019,Arabica,509.3903386823428,21.26333956018265,6.391100900620336,1367.595731149799,24.68243814655549,16,164.3604628447241,1.0337807632631957,0,0,1,27,707.4697491338766,34,15,9,2,Primaire,Homme,1
PCF_0006,2020,Arabica,509.3903386823428,21.26333956018265,6.391100900620336,1453.4473453181142,19.351153716155512,19,147.69791469253593,1.6017770467063268,0,0,0,25,654.676516947407,64,10,8,0,Primaire,Homme,0
PCF_0006,2021,Robusta,509.3903386823428,21.26333956018265,6.391100900620336,1392.3264040729816,22.227963325118427,17,112.99844768123052,2.252141083130727,0,0,1,16,922.477791224308,60,34,5,4,Primaire,Homme,1
PCF_0006,2022,Robusta,509.3903386823428,21.26333956018265,6.391100900620336,1722.306471011209,24.47322090657416,17,192.70968236047457,1.0633471070737412,0,0,0,38,760.6220350161934,37,17,6,3,Secondaire,Homme,1
PCF_0006,2023,Arabica,509.3903386823428,21.26333956018265,6.391100900620336,1626.395855055204,20.05295024333361,10,198.23436273211487,1.8113649122385085,0,1,0,23,701.0976500198881,43,19,6,0,Secondaire,Homme,1
PCF_0007,2019,Arabica,987.7383932788764,6.625855738909041,5.686989289647363,1911.038836563771,24.43110048559114,5,147.87694261836612,2.730648824582227,0,0,1,31,608.0490745770234,69,17,6,0,Secondaire,Homme,0
PCF_0007,2020,Arabica,987.7383932788764,6.625855738909041,5.686989289647363,1479.197438958278,22.223695780410974,8,187.72016865945784,2.5838257168381964,0,0,1,30,697.9425168094099,48,28,5,1,Secondaire,Homme,1
PCF_0007,2021,Arabica,987.7383932788764,6.625855738909041,5.686989289647363,1424.3753448416946,22.98501112179625,17,175.45691796424217,2.7528323661524245,0,1,1,19,728.2814742922845,27,17,9,3,Supérieur,Femme,0
PCF_0007,2022,Arabica,987.7383932788764,6.625855738909041,5.686989289647363,1339.6719146641008,21.471034341849524,22,141.48602941282388,1.6507335650654136,0,0,0,46,690.9634641939913,52,5,11,3,Aucun,Homme,1
PCF_0007,2023,Arabica,987.7383932788764,6.625855738909041,5.686989289647363,1642.6375744695513,21.40451332797046,12,143.9132728786309,2.4005125940550984,0,0,1,26,795.9129378216635,51,15,7,4,Primaire,Homme,0
PCF_0008,2019,Robusta,591.5969185259148,15.212131815371956,6.250099963952163,1343.3010969257116,21.574425641152477,11,174.72013207672092,2.734938148793937,0,1,1,21,910.881153946777,25,27,6,4,Primaire,Homme,0
PCF_0008,2020,Arabica,591.5969185259148,15.212131815371956,6.250099963952163,1785.424688984839,23.756211802058637,17,120.26610251713034,2.5209588172713837,0,0,1,37,745.668689529508,65,25,4,1,Primaire,Femme,1
PCF_0008,2021,Arabica,591.5969185259148,15.212131815371956,6.250099963952163,1223.938771043156,24.792356056528345,16,52.63892270246363,2.2865366097856907,0,1,0,30,687.3119429834219,45,14,7,1,Primaire,Homme,1
PCF_0008,2022,Robusta,591.5969185259148,15.212131815371956,6.250099963952163,1650.8876972768762,21.08178236534238,13,154.99887749434723,1.9288330657615924,0,0,1,48,777.1423057698861,56,4,3,2,Primaire,Femme,0
PCF_0008,2023,Arabica,591.5969185259148,15.212131815371956,6.250099963952163,1698.9889118770575,23.36486411432505,15,135.14369959446535,1.7244504499394977,0,0,1,42,802.1653448373274,30,9,11,3,Aucun,Homme,0
PCF_0009,2019,Arabica,733.1024093599535,16.037152878802168,6.224644285353409,1077.161920160847,19.041305970862613,5,114.20050679742567,1.8935228387010568,0,0,1,54,606.2941816012503,41,8,10,2,Secondaire,Femme,0
PCF_0009,2020,Robusta,733.1024093599535,16.037152878802168,6.224644285353409,1122.739290576176,24.22548142379504,15,95.37307990131217,2.171990419345928,0,0,1,16,746.9515374161168,43,23,8,0,Secondaire,Homme,0
PCF_0009,2021,Robusta,733.1024093599535,16.037152878802168,6.224644285353409,1500.2073609048562,22.54677760098396,7,58.383463035021855,2.635898466872272,1,0,1,41,793.4415349737228,38,11,6,4,Primaire,Homme,1
PCF_0009,2022,Robusta,733.1024093599535,16.037152878802168,6.224644285353409,1157.6075298834617,20.212160181078865,8,88.52197028412449,2.670999063935453,0,1,1,21,900.7874704391028,69,25,8,3,Secondaire,Homme,0
PCF_0009,2023,Arabica,733.1024093599535,16.037152878802168,6.224644285353409,1176.36988326533,23.418468436687743,11,195.41522066184365,2.0903264456757737,0,1,1,26,639.5265785529506,52,19,5,3,Secondaire,Femme,0
PCF_0010,2019,Robusta,1150.482530478322,17.84673431403918,5.97276790151934,1194.2216188483071,22.21087324304706,17,104.16341341932062,2.8490788739959743,0,0,1,43,760.0714560700817,61,28,10,1,Secondaire,Femme,0
PCF_0010,2020,Robusta,1150.482530478322,17.84673431403918,5.97276790151934,1396.2614030015548,22.63500628681727,15,149.07750984577666,2.619036200309392,0,0,1,16,861.3833524488718,61,11,10,2,Secondaire,Femme,0
PCF_0010,2021,Robusta,1150.482530478322,17.84673431403918,5.97276790151934,1079.1178219862034,22.50510861264286,15,177.38301192832125,1.6021671202663477,0,1,1,17,838.7801403002006,26,18,6,3,Secondaire,Homme,0
PCF_0010,2022,Robusta,1150.482530478322,17.84673431403918,5.97276790151934,1293.158011845307,23.973691714676875,20,69.88249118741997,2.518634360160954,0,0,0,48,826.8739626015687,69,2,11,0,Secondaire,Homme,1
PCF_0010,2023,Robusta,1150.482530478322,17.84673431403918,5.97276790151934,1523.3489564791562,21.009489491203663,23,151.9077073316003,1.7648223688019329,0,0,1,48,962.8992788435032,61,24,11,2,Primaire,Homme,0
PCF_0011,2019,Robusta,1033.5151730634502,5.838436320858897,6.119063306347847,1641.3096294172817,21.670509045253556,6,166.738874749422,1.3126751772506269,0,0,1,15,875.1114955816968,62,8,3,2,Primaire,Homme,1
PCF_0011,2020,Arabica,1033.5151730634502,5.838436320858897,6.119063306347847,1415.4531410341172,22.373924556984043,16,124.88744064216728,2.1007242451576293,0,0,1,22,684.497954194681,53,11,4,1,Primaire,Homme,0
PCF_0011,2021,Robusta,1033.5151730634502,5.838436320858897,6.119063306347847,1028.7621467125882,22.459027392962877,18,196.96780749952143,1.870478491147948,0,1,0,17,863.4362037120643,38,20,9,0,Primaire,Homme,0
PCF_0011,2022,Robusta,1033.5151730634502,5.838436320858897,6.119063306347847,1669.193476192704,21.61433219107437,16,177.96376404637186,1.1092967026696514,0,0,1,16,934.0336622916832,28,34,10,1,Supérieur,Homme,0
PCF_0011,2023,Robusta,1033.5151730634502,5.838436320858897,6.119063306347847,1534.3410867568937,23.40266711911365,18,114.5914940926849,2.0369955603607397,0,1,1,29,957.7180479866324,31,17,6,2,Secondaire,Femme,0
PCF_0012,2019,Arabica,496.1857246318745,20.52320680156604,6.045276814843702,1708.5701706368468,18.90276922717328,11,176.8434377492036,1.5453737973261452,0,1,1,40,658.4441208815157,44,22,9,2,Secondaire,Homme,0
PCF_0012,2020,Robusta,496.1857246318745,20.52320680156604,6.045276814843702,1463.7597260248413,21.89515786994816,18,78.83866473953688,2.4760684940863635,0,1,1,51,969.2817198315844,68,25,9,4,Primaire,Homme,1
PCF_0012,2021,Arabica,496.1857246318745,20.52320680156604,6.045276814843702,1975.6160589853555,23.66574525499692,18,182.3553897997133,1.7678797233380676,0,0,1,49,680.5451649001466,42,11,3,0,Primaire,Homme,1
PCF_0012,2022,Robusta,496.1857246318745,20.52320680156604,6.045276814843702,1378.747679460752,26.32290956311876,13,199.22509918304547,1.385054881652637,0,1,1,49,881.3817629459553,25,14,8,0,Secondaire,Homme,1
PCF_0012,2023,Robusta,496.1857246318745,20.52320680156604,6.045276814843702,1341.8690869654845,22.619161368130715,13,132.3411508392952,2.3300908761565324,0,0,1,59,763.2695072484403,38,20,6,2,Supérieur,Homme,0
PCF_0013,2019,Robusta,1241.582221376305,13.467135731169126,6.463814050596167,1575.1276076015902,23.5882376865341,12,172.17802926739068,1.913270967416319,1,0,1,26,863.3856949734258,69,31,8,1,Secondaire,Homme,1
PCF_0013,2020,Robusta,1241.582221376305,13.467135731169126,6.463814050596167,1636.5675562986362,23.595883242888128,19,178.49955263730294,1.434819436312356,0,0,1,32,917.3385456243724,52,5,11,0,Primaire,Homme,1
PCF_0013,2021,Arabica,1241.582221376305,13.467135731169126,6.463814050596167,1513.1533796013755,21.738138352050324,8,167.62153644235298,2.914503393373582,0,1,1,58,770.0588251100114,42,25,9,4,Aucun,Homme,0
PCF_0013,2022,Arabica,1241.582221376305,13.467135731169126,6.463814050596167,1234.7744907536764,21.00654259822922,14,148.60095515926378,1.5358965948798151,0,1,0,32,647.6875946212633,41,34,6,1,Secondaire,Homme,1
PCF_0013,2023,Robusta,1241.582221376305,13.467135731169126,6.463814050596167,1254.4015476491095,18.89975298438699,11,96.90264435763704,2.8450409589968384,0,0,1,50,848.7612745970748,42,13,8,4,Primaire,Homme,0
PCF_0014,2019,Robusta,696.1618340276343,20.839350678279235,6.40541431529009,1283.6863112438334,21.547646923382093,13,189.123162277312,2.6099614970937024,0,0,1,16,822.0912464766861,48,20,9,2,Secondaire,Homme,0
PCF_0014,2020,Arabica,696.1618340276343,20.839350678279235,6.40541431529009,1354.2418516896046,23.181901357855377,9,65.4885396605741,2.360216669546478,0,0,1,33,671.8692150670821,51,6,10,4,Aucun,Homme,0
PCF_0014,2021,Arabica,696.1618340276343,20.839350678279235,6.40541431529009,1523.3646173609468,19.655933826652948,18,165.9591259421698,2.019205047956678,0,1,1,53,707.8112209244882,36,22,6,4,Supérieur,Homme,0
PCF_0014,2022,Robusta,696.1618340276343,20.839350678279235,6.40541431529009,1469.094863809035,21.203483504001703,9,191.5289955698037,2.0869476973034358,0,1,1,35,926.3942802203204,56,17,3,1,Primaire,Homme,0
PCF_0014,2023,Robusta,696.1618340276343,20.839350678279235,6.40541431529009,1472.3896570026595,22.394925668861685,17,150.2876053937418,2.094898964435382,0,1,1,22,902.1424993869126,25,30,4,0,Supérieur,Femme,1
PCF_0015,2019,Robusta,489.5065845688324,11.18764665597134,6.286783943727738,1484.7656764349588,22.911103719522465,17,196.1863807934751,2.4233363766825717,0,0,0,26,923.0115674241964,31,13,5,4,Aucun,Homme,1
PCF_0015,2020,Arabica,489.5065845688324,11.18764665597134,6.286783943727738,1126.0991712412233,21.489122391764543,20,176.6107375966858,2.878018433918757,0,0,0,21,571.5484475598097,67,12,9,3,Primaire,Homme,0
PCF_0015,2021,Robusta,489.5065845688324,11.18764665597134,6.286783943727738,1408.2681785401985,23.328773469271447,21,55.09585976117228,1.6829206313861715,0,1,1,57,786.8425091405479,60,33,6,1,Primaire,Homme,0
PCF_0015,2022,Robusta,489.5065845688324,11.18764665597134,6.286783943727738,1264.5133115980225,22.37793484163424,18,179.55430382956493,2.2416954294750657,0,0,1,26,877.3765372330648,32,27,9,3,Primaire,Femme,0
PCF_0015,2023,Robusta,489.5065845688324,11.18764665597134,6.286783943727738,1711.2229060031557,20.17407626084593,19,98.23403386519271,2.5506690513552552,1,1,0,17,747.4259510877513,31,9,6,2,Secondaire,Homme,0
PCF_0016,2019,Arabica,564.1490340657797,15.15697729353904,6.069036706532583,1677.1981681716877,20.454193389383228,15,120.5264544973262,2.2713733039088337,1,0,1,55,730.8237230046764,34,17,6,1,Primaire,Homme,0
PCF_0016,2020,Robusta,564.1490340657797,15.15697729353904,6.069036706532583,1387.5202895347202,19.047874647925056,10,61.2087155441102,1.7784767931676584,0,1,1,47,788.8649868284243,42,10,5,2,Secondaire,Homme,1
PCF_0016,2021,Arabica,564.1490340657797,15.15697729353904,6.069036706532583,1125.8863740616653,21.01831085124074,15,148.67919713407116,2.1317078285662285,0,0,0,29,686.9951763513666,34,23,3,2,Primaire,Homme,1
PCF_0016,2022,Arabica,564.1490340657797,15.15697729353904,6.069036706532583,1821.8074514139544,23.837106309684955,19,179.12610225000196,2.8041530542650595,0,1,1,28,797.216772458423,61,30,3,0,Aucun,Homme,1
PCF_0016,2023,Robusta,564.1490340657797,15.15697729353904,6.069036706532583,1180.3649777387982,22.29832152796963,17,55.357948133234416,1.7732998509158315,0,1,1,48,921.4397657724744,58,3,7,2,Primaire,Homme,0
PCF_0017,2019,Robusta,1272.4817538586835,18.76367521752636,5.672476850745672,1201.285583527835,21.786773436408048,12,176.23528457079792,1.5933594356147225,0,1,1,19,865.9388472436342,28,22,8,2,Supérieur,Homme,0
PCF_0017,2020,Robusta,1272.4817538586835,18.76367521752636,5.672476850745672,1684.325154221685,22.273888028852014,16,117.70191730385136,2.8956304266677564,1,0,1,21,811.6434960566983,65,23,10,2,Supérieur,Homme,1
PCF_0017,2021,Robusta,1272.4817538586835,18.76367521752636,5.672476850745672,1706.4829214075555,23.080921823659533,17,98.8296228638529,2.047158218869317,0,0,1,43,833.4884483218852,47,6,11,2,Aucun,Homme,0
PCF_0017,2022,Arabica,1272.4817538586835,18.76367521752636,5.672476850745672,1973.28603172107,19.28561482026986,8,196.70367215800752,1.9945953215627277,0,0,1,24,588.5755074435667,69,27,4,3,Aucun,Homme,0
PCF_0017,2023,Robusta,1272.4817538586835,18.76367521752636,5.672476850745672,1249.255124265866,20.576046556846396,14,61.497143476304686,2.550055325761229,0,1,1,48,800.7279716469674,62,33,9,4,Aucun,Femme,0
PCF_0018,2019,Robusta,410.3259434032343,22.16488770559397,6.436043879861545,1183.4061597764453,21.053315576348464,5,53.27909849206452,2.450915115591802,0,0,1,44,761.1895830954733,41,25,3,2,Primaire,Homme,0
PCF_0018,2020,Robusta,410.3259434032343,22.16488770559397,6.436043879861545,1740.4423571026125,21.05768908933487,9,159.277935334659,1.6779325673645262,1,1,1,45,845.3193666446982,46,27,11,4,Primaire,Homme,0
PCF_0018,2021,Arabica,410.3259434032343,22.16488770559397,6.436043879861545,1051.1621555234688,21.1869698696834,10,126.76042848824984,1.736008419623334,1,0,1,23,511.1006665232732,53,10,9,2,Supérieur,Homme,0
PCF_0018,2022,Robusta,410.3259434032343,22.16488770559397,6.436043879861545,1262.0169789028655,22.21337761280341,16,57.216732571763394,1.8496970451737385,0,0,1,41,736.8076947903512,62,32,9,2,Primaire,Homme,1
PCF_0018,2023,Robusta,410.3259434032343,22.16488770559397,6.436043879861545,1415.2273586451456,24.64093105257201,15,137.43160587127926,1.4006055512869524,0,0,1,18,882.1305011545907,46,7,6,0,Aucun,Homme,1
PCF_0019,2019,Arabica,682.8958824742874,5.602435444036282,6.608894065476262,1959.5658329275084,21.863270771195232,9,57.51593937909831,2.1363925489184457,0,1,1,39,703.8851733986066,38,26,9,0,Secondaire,Homme,1
PCF_0019,2020,Robusta,682.8958824742874,5.602435444036282,6.608894065476262,1381.1736202378056,24.2213064439324,20,66.47276347673886,1.1504237883733952,0,0,1,23,883.7674166733109,53,9,8,3,Aucun,Homme,1
PCF_0019,2021,Robusta,682.8958824742874,5.602435444036282,6.608894065476262,1688.8651600040132,24.090888720927616,12,160.81675180372417,1.1435605144883072,0,1,1,24,880.4213583078043,62,25,11,2,Primaire,Homme,0
PCF_0019,2022,Arabica,682.8958824742874,5.602435444036282,6.608894065476262,1420.2474018946118,21.0277293517279,18,112.7657332176453,1.4123060249137078,0,0,1,49,706.5609893692958,31,1,4,1,Supérieur,Homme,0
PCF_0019,2023,Robusta,682.8958824742874,5.602435444036282,6.608894065476262,1345.7392279735757,22.80695932707921,11,178.99035019383695,1.5104093019665257,0,0,1,20,923.3955546295508,59,18,4,0,Primaire,Homme,0
PCF_0020,2019,Robusta,1363.8690852245454,6.865355648219609,6.029989429367733,1302.5148950918203,19.56963107464452,12,170.23491123939755,2.5394511228568337,0,0,1,35,711.9016017941461,55,22,3,2,Secondaire,Femme,0
PCF_0020,2020,Arabica,1363.8690852245454,6.865355648219609,6.029989429367733,1274.918106014329,21.181483700224256,18,111.69519056856493,1.6767618732008682,0,1,1,31,632.6060899330694,40,7,5,0,Primaire,Femme,1
PCF_0020,2021,Robusta,1363.8690852245454,6.865355648219609,6.029989429367733,1613.064524204846,22.28481998700229,19,93.26138352573469,2.1687296971252903,0,0,1,58,881.5656506636429,41,5,3,2,Supérieur,Femme,1
PCF_0020,2022,Arabica,1363.8690852245454,6.865355648219609,6.029989429367733,1683.254668532667,22.93361255090972,9,75.98826412582437,1.410725051714553,0,0,1,20,677.6620603307775,25,19,7,1,Primaire,Homme,0
PCF_0020,2023,Arabica,1363.8690852245454,6.865355648219609,6.029989429367733,1678.732821735418,21.65914673796801,21,143.38381690256725,1.1110715681891108,0,0,0,28,666.7610846226173,29,4,9,3,Secondaire,Homme,0
PCF_0021,2019,Arabica,632.4907907188676,5.806465315567662,6.617293476720032,1297.2000536390883,25.716473465317545,8,130.756419696696,1.7634596430450322,0,1,1,51,651.5493671086167,48,15,5,1,Aucun,Homme,0
PCF_0021,2020,Robusta,632.4907907188676,5.806465315567662,6.617293476720032,1169.184556715872,22.159700064272283,16,126.65388153591398,2.2373290717263927,0,0,1,36,843.3865809093393,55,26,11,2,Primaire,Homme,1
PCF_0021,2021,Robusta,632.4907907188676,5.806465315567662,6.617293476720032,2011.8787632871577,21.26624101289239,18,147.26867502182262,1.1006288116770644,0,0,1,56,800.7863036037268,60,24,8,1,Secondaire,Homme,0
PCF_0021,2022,Robusta,632.4907907188676,5.806465315567662,6.617293476720032,1275.3712951243792,18.8179367956669,20,149.52371436888228,1.5527005259263122,0,1,1,43,872.5806974846316,59,30,5,3,Supérieur,Femme,0
PCF_0021,2023,Arabica,632.4907907188676,5.806465315567662,6.617293476720032,984.4146969651453,20.21811728704548,12,120.95078862460925,2.093567636235429,0,0,1,40,718.8493795153142,54,23,11,3,Primaire,Homme,0
PCF_0022,2019,Robusta,477.4661029183519,14.850019456329129,6.6151762211048535,1619.1434440260211,24.0161673412404,13,141.79843906503217,1.045097621198777,1,0,1,44,852.1768096834284,69,33,9,1,Secondaire,Homme,1
PCF_0022,2020,Robusta,477.4661029183519,14.850019456329129,6.6151762211048535,961.7825677892616,22.94324908125672,14,86.61819830597497,2.0451577529548475,1,0,1,15,738.9766627441184,43,25,5,3,Aucun,Femme,0
PCF_0022,2021,Robusta,477.4661029183519,14.850019456329129,6.6151762211048535,1141.7630626281996,22.9875809512452,20,89.80858243101184,1.7709244967662747,0,1,1,51,812.731399800578,61,6,11,4,Aucun,Homme,1
PCF_0022,2022,Arabica,477.4661029183519,14.850019456329129,6.6151762211048535,1631.362237660885,20.827936544359595,13,117.2235812926062,2.35904066973937,0,1,1,40,717.4157811034789,46,22,4,3,Primaire,Homme,0
PCF_0022,2023,Arabica,477.4661029183519,14.850019456329129,6.6151762211048535,1676.538891671143,21.70047060886927,21,108.54416209806902,2.528862954426522,1,1,1,29,699.2621929771649,36,28,5,3,Primaire,Femme,1
PCF_0023,2019,Arabica,643.6918885527566,15.315965062108628,6.518392543510802,1559.9098223993724,21.592880095965555,13,157.13764753549896,1.2897263162386416,0,1,1,36,687.1129884009315,30,3,4,3,Secondaire,Homme,0
PCF_0023,2020,Robusta,643.6918885527566,15.315965062108628,6.518392543510802,1489.4646032745047,21.79372060770432,14,182.63220853955053,1.5560437633123811,0,0,1,27,910.9815935093732,34,7,8,1,Aucun,Homme,0
PCF_0023,2021,Arabica,643.6918885527566,15.315965062108628,6.518392543510802,1563.9783430031923,22.951905618408805,13,100.47825133669755,2.665234001071417,0,0,1,32,694.9469229830912,67,25,7,2,Secondaire,Homme,1
PCF_0023,2022,Arabica,643.6918885527566,15.315965062108628,6.518392543510802,1351.489438924723,22.182868677201167,8,87.79362891418529,1.0507138677885226,1,1,1,57,696.6830941949403,45,30,11,1,Aucun,Homme,0
PCF_0023,2023,Robusta,643.6918885527566,15.315965062108628,6.518392543510802,1601.9098147774105,22.408260031596807,13,178.6120561479267,2.650591447513329,0,1,1,59,893.6208579609028,43,33,7,1,Secondaire,Femme,1
PCF_0024,2019,Robusta,890.416826381583,24.042014431075,6.1405889815714,1862.4914482450035,24.628206660525755,16,110.47348834274692,2.735244094610338,0,1,1,39,905.0377312818954,66,25,6,2,Secondaire,Femme,0
PCF_0024,2020,Robusta,890.416826381583,24.042014431075,6.1405889815714,1060.8318977062474,22.05172054928826,7,191.35445572115097,2.444390270169421,0,0,0,57,802.922306326208,40,27,6,1,Secondaire,Homme,0
PCF_0024,2021,Robusta,890.416826381583,24.042014431075,6.1405889815714,1343.9234638388205,21.48490684588018,11,83.87800232570132,2.1802972726202485,1,1,1,15,844.4088223675155,67,1,8,0,Aucun,Homme,0
PCF_0024,2022,Arabica,890.416826381583,24.042014431075,6.1405889815714,1491.02351504765,21.83525074393934,20,65.28506939808958,1.2256411951570676,0,0,1,36,652.5651283632399,30,14,10,3,Primaire,Homme,1
PCF_0024,2023,Arabica,890.416826381583,24.042014431075,6.1405889815714,1182.354136753944,22.391907150641185,21,165.67452506624704,1.9108491566000017,0,0,1,45,724.635445557441,47,1,4,3,Secondaire,Homme,1
PCF_0025,2019,Robusta,969.565447947646,15.956285824041966,6.072930540041555,1517.048776302144,20.86542259219144,8,187.91154724683145,1.3697521490684117,0,0,1,57,949.1157434705932,56,13,8,2,Supérieur,Homme,0
PCF_0025,2020,Robusta,969.565447947646,15.956285824041966,6.072930540041555,1728.6216216078892,20.5986481647888,19,85.72851466410341,2.8338565928139934,0,0,1,53,786.1943025086265,30,18,3,2,Primaire,Homme,1
PCF_0025,2021,Robusta,969.565447947646,15.956285824041966,6.072930540041555,1755.738550660407,20.154870478750347,19,186.10944810601933,1.3918439362260475,0,1,1,32,982.1836488306408,55,7,11,2,Primaire,Femme,1
PCF_0025,2022,Robusta,969.565447947646,15.956285824041966,6.072930540041555,1704.7626393441697,20.907704566222925,20,88.07915224325794,1.7824371862506925,0,0,1,23,886.7472628949153,31,21,7,0,Secondaire,Homme,0
PCF_0025,2023,Robusta,969.565447947646,15.956285824041966,6.072930540041555,1586.0314931129344,19.988398696394245,18,166.5664623643682,2.031036392313744,0,1,1,58,970.9311826211672,32,32,6,3,Primaire,Homme,1
